X=0, Y=0, distance between=0.0
X=18, Y=6, distance between=0.00109282152858
X=18, Y=7, distance between=0.000925862683939
X=18, Y=8, distance between=0.00100934210626
X=18, Y=9, distance between=0.000500876533934
X=18, Y=10, distance between=0.000614712109829
X=18, Y=11, distance between=0.00163164325448
X=18, Y=12, distance between=0.00110799960537
X=18, Y=13, distance between=0.00115353383573
X=18, Y=14, distance between=0.000576766917864
X=18, Y=15, distance between=0.000242849228574
X=18, Y=16, distance between=0.000887917491975
X=18, Y=17, distance between=0.000500876533934
X=18, Y=18, distance between=0.0
X=18, Y=19, distance between=0.000379451919647
X=18, Y=20, distance between=0.00051605461072
